iter	Logloss
889	0.2541159431
890	0.2539029355
891	0.2537475843
892	0.2536974557
893	0.2534593198
894	0.2532320709
895	0.2531277488
896	0.2530451264
897	0.2527288408
898	0.25260111
899	0.2524988996
900	0.2523870388
901	0.2521411439
902	0.252052124
903	0.2518722846
904	0.2516210892
905	0.2515065826
906	0.2513816816
907	0.2512984722
908	0.2511120046
909	0.2509585997
910	0.2508357187
911	0.2504315546
912	0.2502085804
913	0.249965048
914	0.2496008122
915	0.2494510703
916	0.249308532
917	0.2490707646
918	0.2489837949
919	0.2489140784
920	0.2487369256
921	0.248570924
922	0.248470048
923	0.248374446
924	0.2480678264
925	0.247859281
926	0.2475290713
927	0.2474319764
928	0.2473354587
929	0.2472217594
930	0.2471412143
931	0.2469262697
932	0.246844785
933	0.2466764832
934	0.2466018675
935	0.246478796
936	0.2463589034
937	0.2461907247
938	0.2458966562
939	0.2456109317
940	0.2454477862
941	0.245211151
942	0.2450550122
943	0.2449772734
944	0.2446540101
945	0.2445039726
946	0.2443356811
947	0.2442386757
948	0.2440277319
949	0.2437709487
950	0.2435726845
951	0.2434613503
952	0.2433408386
953	0.2432811401
954	0.2431170502
955	0.2430278762
956	0.2427379418
957	0.2426273491
958	0.2424747032
959	0.2423573813
960	0.2421940697
961	0.242140974
962	0.242085108
963	0.241959
964	0.2417826707
965	0.2415846513
966	0.2414629573
967	0.2414209983
968	0.2412720639
969	0.2411070436
970	0.2410070344
971	0.2409055527
972	0.2408002025
973	0.2406923638
974	0.2404661592
975	0.2403086185
976	0.2401896503
977	0.2400693271
978	0.2400372816
979	0.2398561029
980	0.2397558618
981	0.2395988606
982	0.239503532
983	0.2394287481
984	0.2391274088
985	0.2389041361
986	0.2388019241
987	0.2386577078
988	0.238561504
989	0.2384366198
990	0.2382461401
991	0.2380331582
992	0.2378285443
993	0.2376151859
994	0.2373924373
995	0.2372780239
996	0.2372407327
997	0.237127627
998	0.2370317917
999	0.2368765062
